id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,house_number,city,road,neighbourhood,residential,nearby_attractions,quarter_sale,sales_price,profit
2600110560,2014-11-12,750000.0,4,2.75,2310,10232,1.0,0,0,5,8,1310,1000,1980,0,98006,47.5515,-122.153,2820,9886,5799,Bellevue,140th Place Southeast,,,,1,825000.0000000001,75000.0
2600110710,2014-08-19,602000.0,3,2.25,1580,11580,1.0,0,0,4,8,1580,0,1979,0,98006,47.5503,-122.155,2630,10009,13892,Bellevue,Southeast 60th Street,,,,1,782600.0,180600.0
2600300110,2014-12-02,555000.0,4,1.75,2350,6200,1.5,0,0,4,7,1410,940,1946,0,98116,47.559,-122.397,1800,6150,4806,Seattle,51st Avenue Southwest,,,,1,610500.0,55500.0
2607730110,2014-07-07,391500.0,3,2.5,1920,9625,2.0,0,0,3,8,1920,0,1993,0,98045,47.4876,-121.8,1920,10343,,North Bend,,Arrive Appartments,,,1,430650.00000000006,39150.0
2607730490,2014-09-22,417000.0,3,2.25,1840,11403,2.0,0,0,3,8,1840,0,1993,0,98045,47.4862,-121.797,2150,11403,1498,North Bend,Southwest 11th Place,Forster Woods,,,1,458700.00000000006,41700.0
2608300103,2015-01-26,225000.0,3,2.5,1020,2040,2.0,0,0,3,7,720,300,2004,0,98106,47.5294,-122.361,1060,1478,8121,Seattle,Delridge Way Southwest,Highland Park,,,1,292500.0,67500.0
2610100015,2014-08-13,305000.0,4,1.75,1000,7200,1.5,0,0,4,6,1000,0,1947,0,98155,47.742,-122.324,1280,7200,490,Shoreline,Northeast 156th Street,,,,1,396500.0,91500.0
2610100020,2015-04-08,290000.0,4,1.0,1010,7200,1.5,0,0,3,6,1010,0,1947,0,98155,47.742,-122.325,1360,7200,404,Shoreline,Northeast 156th Street,,,,1,377000.0,87000.0
2613200025,2015-03-13,175000.0,2,1.0,1330,28270,1.5,0,0,3,6,1330,0,1925,0,98168,47.4824,-122.274,1210,6926,13407,Tukwila,48th Avenue South,,,,1,227500.0,52500.0
2616700450,2014-11-07,248000.0,3,1.75,1330,9831,1.0,0,0,3,7,1330,0,1987,0,98001,47.3304,-122.277,1330,7500,4534,Auburn,South 301st Drive,,,,1,272800.0,24800.0
2616700560,2014-12-04,250000.0,3,2.0,1660,13085,1.0,0,0,3,7,1010,650,1985,0,98001,47.3298,-122.277,1660,7778,30111,Auburn,46th Avenue South,,,,1,275000.0,25000.0
2616800050,2014-12-02,520000.0,4,2.5,2490,34947,2.0,0,0,3,9,2150,340,1985,0,98027,47.4823,-122.031,2490,39639,23208,Issaquah,Southeast 135th Court,Four Creeks,,,1,572000.0,52000.0
2617300160,2014-08-12,420000.0,3,2.0,2020,38332,1.0,0,0,4,7,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590,16037,Issaquah,239th Avenue Southeast,Four Lakes,,,1,546000.0,126000.0
2617300200,2014-05-09,532000.0,5,3.0,3480,57499,1.0,0,0,4,8,2340,1140,1976,0,98027,47.4574,-122.024,2020,40946,23850,Issaquah,Southeast 162nd Street,Four Lakes,,,1,585200.0,53200.0
2617370090,2014-10-19,338500.0,3,1.75,2130,5489,1.0,0,0,3,8,1370,760,1999,0,98070,47.4489,-122.456,1750,7200,,Vashon,95th Place Southwest,,,,2,440050.0,101550.0
2618300080,2014-05-02,242500.0,3,1.5,1200,9720,1.0,0,0,4,7,1200,0,1965,0,98042,47.4225,-122.153,1380,10284,14034,Kent,Southeast 201st Street,,,,1,315250.0,72750.0
2618300190,2014-12-24,255000.0,3,1.5,1110,10296,1.0,0,0,5,7,1110,0,1964,0,98042,47.422,-122.153,1330,10296,14033,Kent,Southeast 201st Street,,,,1,280500.0,25500.0
2618300350,2014-07-18,199000.0,3,1.0,1390,12145,1.0,0,0,4,7,1390,0,1964,0,98042,47.4225,-122.15,1030,10800,20022,Kent,143rd Place Southeast,,,,1,258700.0,59700.0
2619950350,2014-05-08,403000.0,3,2.75,2090,8354,2.0,0,0,3,8,2090,0,2012,0,98019,47.7336,-121.965,2280,6348,27910,Duvall,Northeast 147th Place,,Fox Hollow Estates,,1,443300.00000000006,40300.0
2619950400,2014-07-14,396800.0,4,2.5,2200,6018,2.0,0,0,3,8,2200,0,2010,0,98019,47.7338,-121.966,2480,5899,28006,Duvall,Northeast 147th Place,,Fox Hollow Estates,,1,436480.00000000006,39680.0
2619950490,2014-07-12,335000.0,3,2.25,1530,4580,2.0,0,0,3,7,1530,0,2011,0,98019,47.7342,-121.968,2110,4094,27710,Duvall,Northeast 146th Way,,Fox Hollow Estates,,2,435500.0,100500.0
2620069077,2015-04-22,215000.0,3,1.0,880,7648,1.0,0,2,4,6,880,0,1940,0,98022,47.1963,-121.997,1020,7566,649,Enumclaw,Myrtine Street,,,,1,279500.0,64500.0
2621400080,2015-01-28,275000.0,4,2.5,2120,6754,2.0,0,0,3,7,2120,0,1998,0,98030,47.3629,-122.184,2120,6937,26624,Kent,118th Way Southeast,Fox Creek,,,1,302500.0,27500.0
2621420060,2014-07-28,275000.0,4,2.5,2060,5742,2.0,0,0,3,7,2060,0,1999,0,98030,47.3612,-122.185,1610,7298,26819,Kent,118th Court Southeast,Fox Creek,,,1,302500.0,27500.0
2621600015,2015-04-30,175000.0,3,1.0,1150,8924,1.0,0,0,3,6,1150,0,1943,0,98030,47.3865,-122.217,1492,8924,1320,Kent,East James Street,,,,1,227500.0,52500.0
2621660040,2014-06-29,325000.0,5,2.75,2130,6222,1.0,0,0,3,7,1300,830,1991,0,98118,47.5272,-122.276,2130,6222,4447,Seattle,South Camano Place,Rainier Beach,,,1,357500.0,32500.0
2621700010,2014-05-08,569000.0,4,2.25,2250,41688,2.0,0,0,3,8,2250,0,1980,0,98053,47.6695,-122.05,2350,37920,7304,Union Hill-Novelty Hill,217th Place Northeast,,,,1,625900.0,56900.0
2623029078,2014-06-03,437000.0,5,2.0,2120,137565,1.5,0,0,3,7,2120,0,1913,0,98070,47.4558,-122.507,2120,157123,,Cove,,,,,1,480700.00000000006,43700.0
2623069031,2014-05-21,542500.0,5,3.25,3010,1074218,1.5,0,0,5,8,2010,1000,1931,0,98027,47.4564,-122.004,2450,68825,16206,Issaquah,252nd Avenue Southeast,,,,1,596750.0,54250.0
2624039114,2015-04-13,360000.0,2,1.0,1120,12625,1.0,0,3,3,7,1120,0,1940,0,98136,47.5397,-122.385,1880,6828,7116,Seattle,42nd Avenue Southwest,Morgan Junction,,,1,468000.0,108000.0
2624049050,2015-02-13,338000.0,2,1.0,1470,5566,1.0,0,0,4,7,770,700,1919,0,98118,47.5348,-122.269,1410,5808,5122,Seattle,South Medley Court,Dunlap,,,1,371800.00000000006,33800.0
2624049073,2014-07-29,360000.0,2,1.0,780,4200,1.0,0,0,3,6,780,0,1920,0,98118,47.5381,-122.267,1620,6000,7124,Seattle,Seward Park Avenue South,Dunlap,,,1,396000.00000000006,36000.0
2624089022,2015-03-14,399950.0,3,2.25,1560,11997,1.0,0,0,3,7,1260,300,1988,0,98065,47.5378,-121.742,1820,36590,44800,Ernies Grove,Southeast 70th Street,,,,1,519935.0,119985.0
2624089026,2014-10-02,275000.0,4,1.0,1430,27153,1.5,0,0,4,5,1430,0,1934,0,98065,47.5372,-121.744,1880,27153,44655,Ernies Grove,Southeast 70th Street,,,,1,357500.0,82500.0
2624089040,2015-02-17,279475.0,2,1.0,1060,10600,1.5,0,0,3,6,1060,0,1968,0,98065,47.5375,-121.742,1560,21344,44711,Ernies Grove,Southeast 70th Street,,,,1,363317.5,83842.5
2624089181,2014-08-12,390000.0,4,2.75,1790,47250,1.0,0,0,3,7,1220,570,1987,0,98045,47.5302,-121.746,1250,43791,44498,Ernies Grove,Southeast 78th Street,,,,1,429000.00000000006,39000.0
2626119028,2015-03-23,160000.0,3,1.0,1140,3240,1.5,0,0,4,6,1140,0,1910,0,98014,47.7093,-121.364,1140,4700,486,Skykomish,West Riverside Drive,,,,2,208000.0,48000.0
2626119062,2014-11-12,155000.0,3,1.0,1300,6098,1.0,0,0,3,7,1300,0,2013,0,98014,47.7074,-121.364,1300,6849,175,Skykomish,West Old Cascade Highway,,,,1,201500.0,46500.0
2632000080,2014-07-10,242000.0,2,1.0,960,21850,1.0,0,0,3,6,960,0,1947,0,98032,47.4122,-122.267,1020,21850,5259,Kent,South 212th Street,,,,1,266200.0,24200.0
2634500005,2014-09-08,237500.0,2,1.0,810,8494,1.0,0,0,3,6,810,0,1949,0,98155,47.7389,-122.324,1050,7975,475,Shoreline,Northeast 152nd Street,,,,1,308750.0,71250.0
2634500050,2014-09-10,251000.0,2,1.0,840,7870,1.0,0,0,3,6,840,0,1949,0,98155,47.7389,-122.326,1442,8131,225,Shoreline,Northeast 152nd Street,,,True Jesus Church of Seattle,1,326300.0,75300.0
2634500085,2014-08-12,241450.0,3,1.0,1100,8138,1.0,0,0,3,7,1100,0,1949,0,98155,47.7393,-122.325,1440,8131,346,Shoreline,Northeast 152nd Street,,,,1,313885.0,72435.0
2636900126,2015-03-12,365000.0,4,2.5,1570,9600,1.0,0,0,3,7,800,770,1972,0,98155,47.7757,-122.303,1340,9110,20301,Lake Forest Park,25th Avenue Northeast,,,,1,401500.00000000006,36500.0
2641800015,2014-11-24,158800.0,3,1.0,960,8291,1.0,0,0,3,6,960,0,1950,0,98146,47.5006,-122.334,1110,8231,102,Seattle,Southwest 115th Street,Beverly Park,,,1,206440.0,47640.0
2641800060,2015-04-27,239000.0,3,1.0,940,8571,1.0,0,0,3,6,940,0,1950,0,98146,47.5006,-122.336,1100,8573,152,Seattle,Southwest 115th Street,Beverly Park,,,2,310700.0,71700.0
2644900110,2014-10-21,370000.0,3,1.75,1530,10300,1.0,0,0,4,7,1530,0,1978,0,98133,47.7767,-122.356,1940,9883,20301,Shoreline,Greenwood Avenue North,,,,1,407000.00000000006,37000.0
2644900149,2014-12-18,364000.0,2,1.5,1650,7311,1.0,0,0,3,7,860,790,1978,0,98133,47.7772,-122.357,1660,7255,9221,Edmonds,North 205th Street - 244th Street Southwest,,,,1,400400.00000000006,36400.0
2645500013,2014-06-24,336500.0,3,1.0,1480,7284,1.0,0,0,3,7,970,510,1963,0,98133,47.7757,-122.353,2020,7920,698,Shoreline,North 202nd Street,,,,1,370150.00000000006,33650.0
2645500021,2014-10-09,339275.0,3,1.5,1590,7260,1.0,0,0,3,7,1080,510,1964,0,98133,47.7753,-122.353,1590,7594,699,Shoreline,North 202nd Street,,,,1,373202.50000000006,33927.5
2648000071,2015-03-06,225000.0,4,1.75,1420,10300,2.0,0,0,3,7,1420,0,1950,2001,98002,47.3121,-122.215,1420,10300,1108,Auburn,5th Street Northeast,,,,1,247500.00000000003,22500.0
2648500030,2014-07-25,112000.0,1,1.0,1080,3230,1.0,0,0,3,6,1080,0,1963,0,98002,47.3075,-122.217,1210,5760,12,Auburn,J Street Southeast,,,,1,145600.0,33600.0
2651100050,2015-02-17,400000.0,3,1.0,1180,7537,1.0,0,0,3,7,1180,0,1969,0,98034,47.7233,-122.221,1220,7425,9003,Kirkland,Northeast 137th Place,,,,1,440000.00000000006,40000.0
2652500070,2014-05-08,636000.0,2,1.75,1230,3600,1.5,0,0,5,7,1230,0,1925,0,98119,47.6423,-122.361,1210,4500,2561,Seattle,3rd Avenue West,,,,1,699600.0,63600.0
2652500126,2015-02-17,570500.0,2,1.0,1380,1800,2.0,0,0,3,7,1080,300,1954,0,98119,47.6416,-122.361,1600,3600,,Seattle,3rd Avenue West,,,,1,741650.0,171150.0
2652500210,2014-08-25,608000.0,2,1.0,1390,3600,1.0,0,0,4,7,1010,380,1913,0,98119,47.6422,-122.36,1590,3600,2525,Seattle,2nd Avenue West,,,,1,790400.0,182400.0
2652500225,2014-10-10,575000.0,3,2.75,1710,3600,1.0,0,0,3,7,1590,120,1909,0,98119,47.642,-122.36,1710,3600,2517,Seattle,2nd Avenue West,,,,1,747500.0,172500.0
2652501513,2014-08-13,539950.0,3,2.0,1560,3200,1.5,0,0,3,7,1560,0,1910,2007,98109,47.6398,-122.356,1240,3600,2411,Seattle,1st Avenue North,,,,1,701935.0,161985.0
2652501630,2015-05-04,626700.0,3,1.5,1410,3600,1.0,0,0,3,7,1410,0,1906,0,98109,47.6402,-122.357,1370,3600,2419,Seattle,Queen Anne Avenue North,,,,3,814710.0,188010.0
2658000115,2014-06-18,190000.0,1,1.0,720,4800,1.0,0,0,3,6,720,0,1914,0,98118,47.5303,-122.27,1240,4860,8105,Seattle,Rainier Avenue South,Dunlap,,,1,247000.0,57000.0
2658000215,2014-08-12,207000.0,2,1.0,820,4860,1.0,0,0,5,6,820,0,1955,0,98118,47.5298,-122.271,1240,6000,8113,Seattle,50th Avenue South,Dunlap,,,1,269100.0,62100.0
2658000335,2014-10-27,275000.0,3,1.25,1230,4500,1.5,0,0,4,7,1230,0,1913,0,98118,47.5301,-122.271,1310,5000,8109,Seattle,50th Avenue South,Dunlap,,,1,357500.0,82500.0
2658000373,2015-01-22,305000.0,4,2.0,1610,6250,1.0,0,0,4,7,1610,0,1952,0,98118,47.5293,-122.271,1310,6000,8135,Seattle,50th Avenue South,Dunlap,,,2,396500.0,91500.0
2660500283,2014-06-24,210000.0,2,1.0,970,5500,1.0,0,0,3,7,970,0,1956,0,98118,47.556,-122.291,1180,6000,5031,Seattle,Martin Luther King Junior Way South,Rainier Vista,,,1,273000.0,63000.0
2663000050,2014-09-26,525000.0,4,1.0,1570,4000,1.5,0,0,3,7,1570,0,1920,0,98102,47.6275,-122.321,1610,4000,920,Seattle,Broadway East,,,,1,682500.0,157500.0
2676500080,2014-06-05,268500.0,4,2.5,2100,4237,2.0,0,0,3,8,2100,0,2006,0,98031,47.3901,-122.174,2100,4575,12519,Kent,Southeast 236th Place,,,,1,295350.0,26850.0
2678100005,2015-02-12,325000.0,2,1.0,1120,6236,1.0,0,0,4,6,1120,0,1954,0,98155,47.763,-122.291,1340,7784,18515,Lake Forest Park,36th Place Northeast,,,,1,357500.0,32500.0
2685600005,2015-04-07,324800.0,2,1.0,1170,5043,1.0,0,0,3,6,880,290,1949,0,98108,47.5492,-122.302,1430,5692,5934,Seattle,24th Avenue South,,,,1,357280.0,32480.0
2688100071,2015-04-15,500000.0,2,1.0,1280,5400,1.0,0,0,3,7,1280,0,1964,0,98117,47.6949,-122.371,1540,5670,9020,Seattle,12th Avenue Northwest,Crown Hill,,,1,550000.0,50000.0
2688100075,2014-05-06,488000.0,5,2.0,2020,5000,1.5,0,0,4,7,2020,0,1938,0,98117,47.6949,-122.37,1510,6600,9020,Seattle,11th Avenue Northwest,Crown Hill,,,1,536800.0,48800.0
2690100170,2014-10-13,300000.0,3,2.5,1960,1477,2.0,0,0,3,7,1670,290,2012,0,98059,47.4873,-122.166,1980,1467,,Renton,,,Maplewood Park Apartments,,1,390000.0,90000.0
2695600005,2014-06-20,325000.0,2,1.0,840,4239,1.0,0,0,3,7,840,0,1948,0,98126,47.5319,-122.382,1120,4494,7904,Seattle,39th Avenue Southwest,High Point,,,3,422500.0,97500.0
2695600070,2014-08-18,345000.0,2,1.0,1350,4494,1.0,0,0,3,7,920,430,1949,0,98126,47.5315,-122.38,1470,5225,3714,Seattle,Southwest Monroe Street,High Point,,,1,379500.00000000006,34500.0
2695600130,2014-11-18,355000.0,2,1.0,1250,4558,1.0,0,0,3,7,1250,0,1948,0,98126,47.5318,-122.379,1180,4494,7902,Seattle,37th Avenue Southwest,High Point,,,1,390500.00000000006,35500.0
2695600195,2014-11-24,379500.0,2,1.0,960,5096,1.0,0,0,5,7,960,0,1949,0,98126,47.5314,-122.378,1760,4488,3528,Seattle,Southwest Monroe Street,High Point,,,1,417450.00000000006,37950.0
2695600375,2014-11-10,354000.0,2,1.0,850,5225,1.0,0,0,3,7,850,0,1949,0,98126,47.5311,-122.38,1230,5225,3715,Seattle,Southwest Monroe Street,High Point,,,1,389400.00000000006,35400.0
2697400020,2014-10-31,400000.0,3,2.0,1350,7216,1.0,0,0,3,7,1350,0,1964,0,98177,47.7616,-122.365,1920,7600,677,Shoreline,Northwest 183rd Street,,,,1,520000.0,120000.0
2698200010,2015-05-13,165000.0,3,1.0,1380,7334,1.0,0,0,3,7,980,400,1981,0,98055,47.4339,-122.192,1910,7859,18718,Renton,111th Place Southeast,,,,1,214500.0,49500.0
2698200210,2014-09-08,274000.0,3,1.75,1440,7198,1.0,0,0,3,7,990,450,1981,0,98055,47.4333,-122.194,1550,7156,18827,Renton,110th Court Southeast,,,,1,301400.0,27400.0
2705600067,2015-03-23,539950.0,3,2.5,1330,2183,3.0,0,0,3,8,1330,0,2014,0,98117,47.6987,-122.365,1310,5000,9531,Seattle,7th Avenue Northwest,Crown Hill,,,1,593945.0,53995.0
2705600068,2015-03-27,539950.0,3,2.5,1330,2180,3.0,0,0,3,8,1330,0,2014,0,98117,47.6987,-122.365,1330,5000,9531,Seattle,7th Avenue Northwest,Crown Hill,,,1,593945.0,53995.0
2705600069,2015-05-01,514950.0,3,2.25,1310,1264,3.0,0,0,3,8,1310,0,2014,0,98117,47.6987,-122.366,1330,2183,9526,Seattle,8th Avenue Northwest,Crown Hill,,,1,566445.0,51495.0
2710600045,2014-06-16,460000.0,3,1.75,1550,4708,1.0,0,0,4,7,860,690,1949,0,98115,47.6759,-122.286,1880,5600,6503,Seattle,39th Avenue Northeast,,,,2,598000.0,138000.0
2710600070,2015-02-04,439000.0,2,1.0,1050,5671,1.0,0,0,3,7,850,200,1949,0,98115,47.6767,-122.286,1850,5243,6529,Seattle,39th Avenue Northeast,,,,1,570700.0,131700.0
2710600080,2014-08-25,525000.0,4,2.0,1720,6099,1.0,0,0,4,7,860,860,1949,0,98115,47.6765,-122.287,1100,5671,6522,Seattle,38th Avenue Northeast,,,,1,577500.0,52500.0
2719100013,2015-04-29,418000.0,2,1.5,1480,1349,2.0,0,0,3,7,1240,240,2007,0,98136,47.5439,-122.386,1550,1349,6533,Seattle,42nd Avenue Southwest,Morgan Junction,,,1,543400.0,125400.0
2719100042,2014-06-23,458500.0,3,2.0,1890,1599,2.0,0,0,3,9,1430,460,2012,0,98136,47.5438,-122.385,1780,1562,6539,Seattle,41st Avenue Southwest,Morgan Junction,,,1,504350.00000000006,45850.0
2720000120,2014-11-04,295000.0,3,1.0,1380,7575,1.0,0,0,4,7,1380,0,1963,0,98056,47.5139,-122.187,1320,7600,2424,Renton,Dayton Avenue Northeast,Kennydale,,,1,383500.0,88500.0
2721049059,2014-05-28,225000.0,3,2.0,2030,24829,1.0,0,0,4,7,1220,810,1979,0,98001,47.2718,-122.291,1980,15204,36721,Auburn,34th Avenue South,Jovita,,,1,247500.00000000003,22500.0
2721059173,2015-03-09,204555.0,3,1.75,1260,15000,1.5,0,0,4,7,1260,0,1983,0,98092,47.2737,-122.153,2400,21715,5703,Auburn,Auburn South Way,,Panorama Apartments,,1,265921.5,61366.5
2722049092,2015-01-08,240000.0,4,1.5,1780,14810,1.0,0,0,4,8,1180,600,1950,0,98032,47.3581,-122.288,1450,6728,3512,Kent,South 272nd Street,Star Lake,,,1,264000.0,24000.0
2722059183,2014-10-14,218500.0,4,1.75,1400,25500,1.0,0,0,4,7,1400,0,1964,0,98042,47.36,-122.164,2170,25500,13236,Kent,Southeast 270th Street,Stillwater Green,,,1,284050.0,65550.0
2722059215,2014-06-03,239000.0,3,1.75,1340,16480,1.0,0,0,4,7,1340,0,1968,0,98042,47.364,-122.162,1520,10451,26510,Kent,134th Avenue Southeast,View Ridge,,,1,310700.0,71700.0
2722059292,2014-06-04,129000.0,1,1.0,650,15364,1.0,0,0,4,5,650,0,1967,0,98042,47.3721,-122.159,1630,7952,13623,Kent,Southeast 256th Street,,,,1,167700.0,38700.0
2723089104,2014-09-17,315000.0,3,2.25,1540,17424,2.0,0,0,3,7,1540,0,1992,0,98045,47.4429,-121.759,1560,11439,,Edgewick,Snoqualmie Valley Trail,Wilderness Rim,,,3,409500.0,94500.0
2724049222,2014-12-01,220000.0,2,2.5,1000,1092,2.0,0,0,3,7,990,10,2004,0,98118,47.5419,-122.271,1330,1466,4849,Seattle,South Holly Street,Brighton,,,1,286000.0,66000.0
2724069010,2015-04-30,305000.0,2,1.0,960,8276,1.0,0,0,3,5,960,0,1939,0,98027,47.5322,-122.033,1620,6000,198,Issaquah,Northeast Creek Way,,,,1,396500.0,91500.0
2724069070,2015-02-20,519500.0,4,2.0,1540,17859,1.0,0,0,3,6,1540,0,1964,0,98027,47.5326,-122.032,1390,9688,254,Issaquah,Northeast Creek Way,,,,1,571450.0,51950.0
2724069103,2014-08-28,389000.0,3,1.75,1400,10018,1.0,0,0,4,7,1400,0,1962,0,98027,47.5327,-122.032,1350,9300,256,Issaquah,Northeast Creek Way,,,,1,505700.0,116700.0
2724069117,2014-11-14,380000.0,6,2.0,1870,6969,1.0,0,0,4,7,1870,0,1968,0,98027,47.5342,-122.036,1500,6969,,Issaquah,Northeast Dogwood Street,,Friends of Youth Family Service,,1,494000.0,114000.0
2724069169,2014-07-24,499900.0,4,3.0,2180,12196,2.0,0,0,4,7,2180,0,1968,0,98027,47.5338,-122.033,1500,6534,205,Issaquah,Northeast Dogwood Street,,,,1,549890.0,49990.0
2724200705,2014-12-12,95000.0,2,1.0,800,8550,1.0,0,0,3,7,800,0,1947,0,98198,47.4075,-122.294,1490,8550,21621,Des Moines,31st Avenue South,Pacific Ridge,,,1,123500.0,28500.0
2724201202,2015-03-04,163000.0,2,2.0,1250,7543,1.0,0,0,3,7,1250,0,1962,0,98198,47.4051,-122.296,1250,7506,21914,Des Moines,29th Avenue South,Pacific Ridge,,,1,211900.0,48900.0
2726049150,2014-07-17,392500.0,4,2.0,1950,8040,1.0,0,0,3,7,1950,0,1961,0,98125,47.7074,-122.29,1950,8092,10727,Seattle,36th Avenue Northeast,Alicia Park,,,1,431750.00000000006,39250.0
2730000070,2014-08-14,225000.0,3,1.0,1120,10665,1.0,0,0,4,6,1120,0,1961,0,98001,47.2886,-122.274,1240,10639,4640,Auburn,South 349th Street,,,,1,247500.00000000003,22500.0
2730000270,2015-02-12,178500.0,3,1.0,900,10511,1.0,0,0,4,6,900,0,1961,0,98001,47.2883,-122.272,1460,10643,4831,Auburn,South 349th Street,,,,1,232050.0,53550.0
2731600045,2015-01-07,390000.0,4,2.0,2290,9200,1.5,0,0,3,7,2290,0,1920,0,98166,47.4678,-122.363,2140,9200,15016,Burien,24th Avenue Southwest,Seahurst,,,1,429000.00000000006,39000.0
2734100732,2014-10-15,216650.0,3,3.5,1480,1077,2.0,0,0,3,7,1300,180,2007,0,98109,47.5421,-122.322,1140,2003,6709,Seattle,Carleton Avenue South,Van Asselt,,,1,281645.0,64995.0
2734100734,2014-10-15,216650.0,3,3.5,1540,1427,2.0,0,0,3,7,1360,180,2007,0,98109,47.542,-122.322,1220,4000,6715,Seattle,Carleton Avenue South,Van Asselt,,,1,281645.0,64995.0
2734100736,2014-09-10,249950.0,3,3.0,1790,2003,2.0,0,0,3,7,1480,310,2006,0,98108,47.5421,-122.321,1220,4000,6705,Seattle,Flora Avenue South,Van Asselt,,,1,324935.0,74985.0
2734100738,2014-10-29,246950.0,3,3.5,1790,1682,2.0,0,0,3,7,1480,310,2006,0,98108,47.542,-122.321,1150,4000,6709,Seattle,Flora Avenue South,Van Asselt,,,1,321035.0,74085.0
2734100835,2015-03-03,90000.0,1,1.0,780,4000,1.0,0,0,3,5,780,0,1905,0,98108,47.5424,-122.321,1150,4000,6661,Seattle,Flora Avenue South,Van Asselt,,,1,117000.0,27000.0
2738600080,2014-08-15,495000.0,4,3.0,2740,2811,2.0,0,0,3,8,2240,500,2003,0,98072,47.7738,-122.158,2740,3596,20146,Woodinville,137th Avenue Northeast,,,,1,544500.0,49500.0
2738600140,2014-05-02,499950.0,4,2.5,2860,3345,2.0,0,0,3,8,2190,670,2004,0,98072,47.7735,-122.158,2860,3596,20160,Woodinville,137th Avenue Northeast,,,,1,549945.0,49995.0
2738600220,2014-08-04,451000.0,3,2.5,2050,4876,2.0,0,0,3,8,2050,0,2005,0,98072,47.7746,-122.158,2320,4065,13688,Woodinville,Northeast 202nd Street,,,,1,496100.00000000006,45100.0
2739200040,2014-09-24,302000.0,5,2.0,1540,9629,1.0,0,0,4,7,1540,0,1960,0,98059,47.4915,-122.143,2260,9600,564,Renton,Nile Avenue Northeast,Shamrock Heights,,,1,392600.0,90600.0
2739200050,2015-04-03,315000.0,3,1.75,1860,9629,1.0,0,0,4,7,1240,620,1961,0,98059,47.4913,-122.143,1940,9629,558,Renton,Nile Avenue Northeast,Shamrock Heights,,,1,409500.0,94500.0
2739200160,2014-06-12,333000.0,4,2.5,1910,9244,1.0,0,0,4,6,1910,0,1963,0,98059,47.4918,-122.141,2590,9286,5811,Renton,Northeast 6th Street,Shamrock Heights,,,1,432900.0,99900.0
2741100800,2014-07-08,315000.0,2,1.0,1080,2674,1.0,0,0,4,6,720,360,1919,0,98108,47.5595,-122.317,1250,5000,4820,Seattle,12th Avenue South,South Seattle,,,1,346500.0,31500.0
2742100016,2015-04-16,260000.0,3,1.0,940,5650,1.0,0,0,3,6,940,0,1949,0,98118,47.5551,-122.292,1180,5276,3053,Seattle,South Dawson Street,Columbia City,,,1,338000.0,78000.0
2744600040,2014-06-14,330000.0,3,1.75,1430,8865,1.0,0,0,3,7,1430,0,1950,0,98125,47.7331,-122.299,1250,8154,2704,Seattle,Northeast 144th Street,Kenwood,,,1,429000.0,99000.0
2749600095,2014-08-19,595000.0,2,1.5,870,4800,1.0,0,0,3,7,870,0,1924,0,98119,47.6509,-122.37,2090,4800,3412,Seattle,10th Avenue West,Interbay,,,1,773500.0,178500.0
2749600245,2014-06-17,640000.0,3,2.0,1380,4800,1.0,0,0,3,7,1380,0,1948,0,98199,47.651,-122.369,1740,5640,3415,Seattle,9th Avenue West,,,,1,704000.0,64000.0
2754700170,2014-08-04,443500.0,2,1.0,1330,4140,1.0,0,0,4,7,930,400,1919,1940,98115,47.6802,-122.306,1410,5100,7034,Seattle,20th Place Northeast,Ravenna,,,1,576550.0,133050.0
2755200040,2014-07-12,492000.0,2,1.0,1290,6272,1.0,0,0,4,6,890,400,1922,0,98115,47.6777,-122.305,1260,5376,2102,Seattle,Northeast 68th Street,Ravenna,,,1,541200.0,49200.0
2757000030,2014-09-22,855000.0,4,2.75,2270,10460,2.0,0,0,3,9,2270,0,1965,0,98040,47.5603,-122.222,2610,10180,8770,Mercer Island,Southeast 48th Street,,,,1,1111500.0,256500.0
2757000040,2014-06-05,795000.0,4,2.25,2070,13084,1.0,0,0,4,8,1700,370,1967,0,98040,47.5606,-122.222,2520,10180,4701,Mercer Island,88th Avenue Southeast,,,,1,1033500.0,238500.0
2759500105,2014-07-30,419000.0,3,1.5,1500,8272,1.0,0,0,4,7,1500,0,1958,0,98177,47.7741,-122.38,1630,8270,19990,Shoreline,18th Avenue Northwest,,,,1,544700.0,125700.0
2759800110,2014-10-31,485000.0,3,2.5,1840,8250,1.0,0,1,3,8,1340,500,1958,0,98177,47.7767,-122.378,1970,7920,1511,Shoreline,Northwest 204th Street,,,,1,533500.0,48500.0
2760200050,2014-07-17,226000.0,4,1.0,1270,6459,1.5,0,0,3,7,1270,0,1918,0,98118,47.5441,-122.273,1300,4100,6503,Seattle,48th Avenue South,Brighton,,,1,293800.0,67800.0
2767600150,2014-05-19,477000.0,3,2.5,1350,2053,3.0,0,0,3,8,1350,0,2005,0,98117,47.6758,-122.386,1350,4150,2313,Seattle,Northwest 65th Street,,,,1,524700.0,47700.0
